"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"6112";"Егор";"118";"1023013405";"2019";"Май";
"6113";"Роман";"116";"1023013406";"2019";"Май";
"6114";"Матвей";"116";"1023013407";"2019";"Май";
"6115";"Тимофей";"110";"1023013408";"2019";"Май";
"6116";"Андрей";"108";"1023013409";"2019";"Май";
"6117";"Алексей";"100";"1023013410";"2019";"Май";
"6118";"Фёдор";"95";"1023013411";"2019";"Май";
"6119";"Илья";"84";"1023013412";"2019";"Май";
"6120";"Николай";"82";"1023013413";"2019";"Май";
"6121";"Ярослав";"80";"1023013414";"2019";"Май";
"6122";"Степан";"80";"1023013415";"2019";"Май";
"6123";"Мирон";"72";"1023013416";"2019";"Май";
"6124";"Владимир";"68";"1023013417";"2019";"Май";
"6125";"Георгий";"67";"1023013418";"2019";"Май";
"6126";"Константин";"65";"1023013419";"2019";"Май";
"6127";"Давид";"63";"1023013420";"2019";"Май";
"6128";"Владислав";"60";"1023013421";"2019";"Май";
"6129";"Арсений";"60";"1023013422";"2019";"Май";
"6130";"Тимур";"58";"1023013423";"2019";"Май";
"6131";"Сергей";"56";"1023013424";"2019";"Май";
"6132";"Макар";"53";"1023013425";"2019";"Май";
"6133";"Виктор";"50";"1023013426";"2019";"Май";
"6134";"Григорий";"49";"1023013427";"2019";"Май";
"6135";"Глеб";"47";"1023013428";"2019";"Май";
"6136";"Павел";"45";"1023013429";"2019";"Май";
"6137";"Денис";"41";"1023013430";"2019";"Май";
"6138";"Амир";"40";"1023013431";"2019";"Май";
"6139";"Евгений";"38";"1023013432";"2019";"Май";
"6140";"Богдан";"35";"1023013433";"2019";"Май";
"6141";"Игорь";"35";"1023013434";"2019";"Май";
"6142";"Платон";"34";"1023013435";"2019";"Май";
"6143";"Мухаммад";"34";"1023013436";"2019";"Май";
"6144";"Семён";"32";"1023013437";"2019";"Май";
"6145";"Адам";"32";"1023013438";"2019";"Май";
"6146";"Артемий";"32";"1023013439";"2019";"Май";
"6147";"Захар";"30";"1023013440";"2019";"Май";
"6148";"Леонид";"30";"1023013441";"2019";"Май";
"6149";"Артем";"30";"1023013442";"2019";"Май";
"6150";"Лука";"30";"1023013443";"2019";"Май";
"6151";"Савелий";"28";"1023013444";"2019";"Май";
"6152";"Рамазан";"28";"1023013445";"2019";"Май";
"6153";"Василий";"27";"1023013446";"2019";"Май";
"6154";"Руслан";"27";"1023013447";"2019";"Май";
"6155";"Данила";"25";"1023013448";"2019";"Май";
"6156";"Антон";"25";"1023013449";"2019";"Май";
"6157";"Пётр";"24";"1023013450";"2019";"Май";
"6158";"Умар";"24";"1023013451";"2019";"Май";
"6159";"Мирослав";"24";"1023013452";"2019";"Май";
"6160";"Филипп";"23";"1023013453";"2019";"Май";
"6161";"Юрий";"22";"1023013454";"2019";"Май";
"6162";"Олег";"22";"1023013455";"2019";"Май";
"6163";"Борис";"22";"1023013456";"2019";"Май";
"6164";"Даниэль";"20";"1023013457";"2019";"Май";
"6165";"Гордей";"19";"1023013458";"2019";"Май";
"6166";"Дамир";"18";"1023013459";"2019";"Май";
"6167";"Роберт";"18";"1023013460";"2019";"Май";
"6168";"Данил";"17";"1023013461";"2019";"Май";
"6169";"Савва";"17";"1023013462";"2019";"Май";
"6170";"Демид";"17";"1023013463";"2019";"Май";
"6171";"Станислав";"16";"1023013464";"2019";"Май";
"6172";"Эмир";"15";"1023013465";"2019";"Май";
"6173";"Эмин";"15";"1023013466";"2019";"Май";
"6174";"Герман";"14";"1023013467";"2019";"Май";
"6175";"Вячеслав";"14";"1023013468";"2019";"Май";
"6176";"Артур";"14";"1023013469";"2019";"Май";
"6177";"Елисей";"14";"1023013470";"2019";"Май";
"6178";"Рамзан";"14";"1023013471";"2019";"Май";
"6179";"Всеволод";"13";"1023013472";"2019";"Май";
"6180";"Назар";"13";"1023013473";"2019";"Май";
"6181";"Леон";"13";"1023013474";"2019";"Май";
"6182";"Ян";"13";"1023013475";"2019";"Май";
"6183";"Имран";"13";"1023013476";"2019";"Май";
"6184";"Федор";"13";"1023013477";"2019";"Май";
"6185";"Святослав";"12";"1023013478";"2019";"Май";
"6186";"Али";"12";"1023013479";"2019";"Май";
"6187";"Эмиль";"11";"1023013480";"2019";"Май";
"6188";"Тихон";"11";"1023013481";"2019";"Май";
"6189";"Алихан";"11";"1023013482";"2019";"Май";
"6190";"Юсуф";"11";"1023013483";"2019";"Май";
"6191";"Яков";"10";"1023013484";"2019";"Май";
"6192";"Марсель";"10";"1023013485";"2019";"Май";
"6193";"Родион";"10";"1023013486";"2019";"Май";
"6194";"Алинур";"10";"1023013487";"2019";"Май";
"6195";"Абдуллах";"9";"1023013488";"2019";"Май";
"6196";"Ислам";"9";"1023013489";"2019";"Май";
"6197";"Вадим";"9";"1023013490";"2019";"Май";
"6198";"Тигран";"9";"1023013491";"2019";"Май";
"6199";"Расул";"8";"1023013492";"2019";"Май";
"6200";"Ибрагим";"8";"1023013493";"2019";"Май";
"6201";"Александр";"259";"1023013494";"2019";"Июнь";
"6202";"Михаил";"236";"1023013495";"2019";"Июнь";
"6203";"Максим";"223";"1023013496";"2019";"Июнь";
"6204";"Артём";"187";"1023013497";"2019";"Июнь";
"6205";"Иван";"182";"1023013498";"2019";"Июнь";
"6206";"Дмитрий";"157";"1023013499";"2019";"Июнь";
"6207";"Даниил";"128";"1023013500";"2019";"Июнь";
"6208";"Тимофей";"126";"1023013501";"2019";"Июнь";
"6209";"Андрей";"123";"1023013502";"2019";"Июнь";
"6210";"Лев";"122";"1023013503";"2019";"Июнь";
"6211";"Матвей";"122";"1023013504";"2019";"Июнь";
"6212";"Никита";"118";"1023013505";"2019";"Июнь";
"6213";"Роман";"118";"1023013506";"2019";"Июнь";
"6214";"Марк";"116";"1023013507";"2019";"Июнь";
"6215";"Кирилл";"113";"1023013508";"2019";"Июнь";
"6216";"Алексей";"107";"1023013509";"2019";"Июнь";
"6217";"Егор";"105";"1023013510";"2019";"Июнь";
"6218";"Илья";"102";"1023013511";"2019";"Июнь";
"6219";"Ярослав";"90";"1023013512";"2019";"Июнь";
"6220";"Константин";"90";"1023013513";"2019";"Июнь";
"6221";"Фёдор";"77";"1023013514";"2019";"Июнь";
"6222";"Владимир";"76";"1023013515";"2019";"Июнь";
"6223";"Мирон";"66";"1023013516";"2019";"Июнь";
"6224";"Степан";"63";"1023013517";"2019";"Июнь";
"6225";"Павел";"61";"1023013518";"2019";"Июнь";
"6226";"Сергей";"60";"1023013519";"2019";"Июнь";
"6227";"Давид";"57";"1023013520";"2019";"Июнь";
"6228";"Арсений";"57";"1023013521";"2019";"Июнь";
"6229";"Григорий";"55";"1023013522";"2019";"Июнь";
"6230";"Георгий";"52";"1023013523";"2019";"Июнь";
"6231";"Николай";"47";"1023013524";"2019";"Июнь";
"6232";"Владислав";"46";"1023013525";"2019";"Июнь";
"6233";"Глеб";"45";"1023013526";"2019";"Июнь";
"6234";"Тимур";"44";"1023013527";"2019";"Июнь";
"6235";"Денис";"41";"1023013528";"2019";"Июнь";
"6236";"Семён";"40";"1023013529";"2019";"Июнь";
"6237";"Богдан";"36";"1023013530";"2019";"Июнь";
"6238";"Леонид";"36";"1023013531";"2019";"Июнь";
"6239";"Амир";"35";"1023013532";"2019";"Июнь";
"6240";"Савелий";"34";"1023013533";"2019";"Июнь";
"6241";"Макар";"34";"1023013534";"2019";"Июнь";
"6242";"Игорь";"34";"1023013535";"2019";"Июнь";
"6243";"Пётр";"33";"1023013536";"2019";"Июнь";
"6244";"Мухаммад";"33";"1023013537";"2019";"Июнь";
"6245";"Руслан";"33";"1023013538";"2019";"Июнь";
"6246";"Данила";"32";"1023013539";"2019";"Июнь";
"6247";"Платон";"30";"1023013540";"2019";"Июнь";
"6248";"Евгений";"30";"1023013541";"2019";"Июнь";
"6249";"Артемий";"30";"1023013542";"2019";"Июнь";
"6250";"Захар";"29";"1023013543";"2019";"Июнь";
"6251";"Василий";"28";"1023013544";"2019";"Июнь";
"6252";"Демид";"27";"1023013545";"2019";"Июнь";
"6253";"Умар";"26";"1023013546";"2019";"Июнь";
"6254";"Адам";"24";"1023013547";"2019";"Июнь";
"6255";"Юрий";"24";"1023013548";"2019";"Июнь";
"6256";"Антон";"24";"1023013549";"2019";"Июнь";
"6257";"Виктор";"23";"1023013550";"2019";"Июнь";
"6258";"Даниэль";"23";"1023013551";"2019";"Июнь";
"6259";"Олег";"23";"1023013552";"2019";"Июнь";
"6260";"Борис";"23";"1023013553";"2019";"Июнь";
"6261";"Елисей";"22";"1023013554";"2019";"Июнь";
"6262";"Герман";"20";"1023013555";"2019";"Июнь";
"6263";"Рамазан";"19";"1023013556";"2019";"Июнь";
"6264";"Артур";"19";"1023013557";"2019";"Июнь";
"6265";"Вячеслав";"18";"1023013558";"2019";"Июнь";
"6266";"Всеволод";"18";"1023013559";"2019";"Июнь";
"6267";"Мирослав";"17";"1023013560";"2019";"Июнь";
"6268";"Юсуф";"17";"1023013561";"2019";"Июнь";
"6269";"Али";"17";"1023013562";"2019";"Июнь";
"6270";"Гордей";"16";"1023013563";"2019";"Июнь";
"6271";"Роберт";"16";"1023013564";"2019";"Июнь";
"6272";"Алихан";"16";"1023013565";"2019";"Июнь";
"6273";"Артем";"16";"1023013566";"2019";"Июнь";
"6274";"Леон";"15";"1023013567";"2019";"Июнь";
"6275";"Данил";"14";"1023013568";"2019";"Июнь";
"6276";"Эмир";"13";"1023013569";"2019";"Июнь";
"6277";"Тихон";"13";"1023013570";"2019";"Июнь";
"6278";"Билал";"13";"1023013571";"2019";"Июнь";
"6279";"Дамир";"12";"1023013572";"2019";"Июнь";
"6280";"Яков";"12";"1023013573";"2019";"Июнь";
"6281";"Ибрагим";"12";"1023013574";"2019";"Июнь";
"6282";"Родион";"12";"1023013575";"2019";"Июнь";
"6283";"Ян";"12";"1023013576";"2019";"Июнь";
"6284";"Алинур";"12";"1023013577";"2019";"Июнь";
"6285";"Святослав";"11";"1023013578";"2019";"Июнь";
"6286";"Ахмад";"11";"1023013579";"2019";"Июнь";
"6287";"Демьян";"11";"1023013580";"2019";"Июнь";
"6288";"Лука";"11";"1023013581";"2019";"Июнь";
"6289";"Савва";"10";"1023013582";"2019";"Июнь";
"6290";"Марат";"10";"1023013583";"2019";"Июнь";
"6291";"Станислав";"10";"1023013584";"2019";"Июнь";
"6292";"Ислам";"9";"1023013585";"2019";"Июнь";
"6293";"Ильяс";"9";"1023013586";"2019";"Июнь";
"6294";"Халид";"9";"1023013587";"2019";"Июнь";
"6295";"Расул";"9";"1023013588";"2019";"Июнь";
"6296";"Эмин";"9";"1023013589";"2019";"Июнь";
"6297";"Алекс";"9";"1023013590";"2019";"Июнь";
"6298";"Анатолий";"9";"1023013591";"2019";"Июнь";
"6299";"Амин";"9";"1023013592";"2019";"Июнь";
"6300";"Сулейман";"8";"1023013593";"2019";"Июнь";
"6301";"Александр";"298";"1023013594";"2019";"Июль";
"6302";"Михаил";"250";"1023013595";"2019";"Июль";
"6303";"Артём";"226";"1023013596";"2019";"Июль";
"6304";"Максим";"219";"1023013597";"2019";"Июль";
"6305";"Дмитрий";"190";"1023013598";"2019";"Июль";
"6306";"Иван";"187";"1023013599";"2019";"Июль";
"6307";"Марк";"180";"1023013600";"2019";"Июль";
"6308";"Лев";"170";"1023013601";"2019";"Июль";
"6309";"Даниил";"147";"1023013602";"2019";"Июль";
"6310";"Роман";"146";"1023013603";"2019";"Июль";
"6311";"Кирилл";"144";"1023013604";"2019";"Июль";
"6312";"Андрей";"129";"1023013605";"2019";"Июль";
"6313";"Матвей";"124";"1023013606";"2019";"Июль";
"6314";"Тимофей";"120";"1023013607";"2019";"Июль";
"6315";"Илья";"118";"1023013608";"2019";"Июль";
"6316";"Егор";"111";"1023013609";"2019";"Июль";
"6317";"Никита";"110";"1023013610";"2019";"Июль";
"6318";"Алексей";"109";"1023013611";"2019";"Июль";
"6319";"Константин";"101";"1023013612";"2019";"Июль";
"6320";"Фёдор";"95";"1023013613";"2019";"Июль";
"6321";"Ярослав";"90";"1023013614";"2019";"Июль";
"6322";"Сергей";"89";"1023013615";"2019";"Июль";
"6323";"Владимир";"87";"1023013616";"2019";"Июль";
"6324";"Павел";"83";"1023013617";"2019";"Июль";
"6325";"Мирон";"83";"1023013618";"2019";"Июль";
"6326";"Арсений";"77";"1023013619";"2019";"Июль";
"6327";"Давид";"71";"1023013620";"2019";"Июль";
"6328";"Степан";"67";"1023013621";"2019";"Июль";
"6329";"Макар";"62";"1023013622";"2019";"Июль";
"6330";"Тимур";"59";"1023013623";"2019";"Июль";
"6331";"Георгий";"57";"1023013624";"2019";"Июль";
"6332";"Григорий";"54";"1023013625";"2019";"Июль";
"6333";"Богдан";"54";"1023013626";"2019";"Июль";
"6334";"Владислав";"53";"1023013627";"2019";"Июль";
"6335";"Николай";"51";"1023013628";"2019";"Июль";
"6336";"Амир";"47";"1023013629";"2019";"Июль";
"6337";"Семён";"46";"1023013630";"2019";"Июль";
"6338";"Глеб";"46";"1023013631";"2019";"Июль";
"6339";"Денис";"45";"1023013632";"2019";"Июль";
"6340";"Леонид";"43";"1023013633";"2019";"Июль";
"6341";"Евгений";"42";"1023013634";"2019";"Июль";
"6342";"Платон";"40";"1023013635";"2019";"Июль";
"6343";"Данила";"40";"1023013636";"2019";"Июль";
"6344";"Мухаммад";"39";"1023013637";"2019";"Июль";
"6345";"Игорь";"39";"1023013638";"2019";"Июль";
"6346";"Артемий";"37";"1023013639";"2019";"Июль";
"6347";"Савелий";"31";"1023013640";"2019";"Июль";
"6348";"Адам";"31";"1023013641";"2019";"Июль";
"6349";"Пётр";"30";"1023013642";"2019";"Июль";
"6350";"Демид";"30";"1023013643";"2019";"Июль";
"6351";"Герман";"29";"1023013644";"2019";"Июль";
"6352";"Али";"29";"1023013645";"2019";"Июль";
"6353";"Виктор";"27";"1023013646";"2019";"Июль";
"6354";"Руслан";"27";"1023013647";"2019";"Июль";
"6355";"Василий";"25";"1023013648";"2019";"Июль";
"6356";"Артем";"25";"1023013649";"2019";"Июль";
"6357";"Вячеслав";"24";"1023013650";"2019";"Июль";
"6358";"Роберт";"24";"1023013651";"2019";"Июль";
"6359";"Мирослав";"24";"1023013652";"2019";"Июль";
"6360";"Елисей";"24";"1023013653";"2019";"Июль";
"6361";"Умар";"23";"1023013654";"2019";"Июль";
"6362";"Юрий";"22";"1023013655";"2019";"Июль";
"6363";"Данил";"21";"1023013656";"2019";"Июль";
"6364";"Артур";"21";"1023013657";"2019";"Июль";
"6365";"Дамир";"20";"1023013658";"2019";"Июль";
"6366";"Захар";"20";"1023013659";"2019";"Июль";
"6367";"Святослав";"20";"1023013660";"2019";"Июль";
"6368";"Леон";"19";"1023013661";"2019";"Июль";
"6369";"Борис";"19";"1023013662";"2019";"Июль";
"6370";"Эмир";"18";"1023013663";"2019";"Июль";
"6371";"Олег";"18";"1023013664";"2019";"Июль";
"6372";"Филипп";"18";"1023013665";"2019";"Июль";
"6373";"Гордей";"16";"1023013666";"2019";"Июль";
"6374";"Савва";"16";"1023013667";"2019";"Июль";
"6375";"Всеволод";"15";"1023013668";"2019";"Июль";
"6376";"Даниэль";"15";"1023013669";"2019";"Июль";
"6377";"Вадим";"15";"1023013670";"2019";"Июль";
"6378";"Антон";"14";"1023013671";"2019";"Июль";
"6379";"Тихон";"14";"1023013672";"2019";"Июль";
"6380";"Лука";"14";"1023013673";"2019";"Июль";
"6381";"Алинур";"14";"1023013674";"2019";"Июль";
"6382";"Халид";"13";"1023013675";"2019";"Июль";
"6383";"Имран";"13";"1023013676";"2019";"Июль";
"6384";"Родион";"12";"1023013677";"2019";"Июль";
"6385";"Абдулла";"11";"1023013678";"2019";"Июль";
"6386";"Муслим";"10";"1023013679";"2019";"Июль";
"6387";"Тигран";"10";"1023013680";"2019";"Июль";
"6388";"Алихан";"10";"1023013681";"2019";"Июль";
"6389";"Эмин";"10";"1023013682";"2019";"Июль";
"6390";"Ахмад";"10";"1023013683";"2019";"Июль";
"6391";"Анатолий";"10";"1023013684";"2019";"Июль";
"6392";"Серафим";"10";"1023013685";"2019";"Июль";
"6393";"Усман";"10";"1023013686";"2019";"Июль";
"6394";"Федор";"10";"1023013687";"2019";"Июль";
"6395";"Яков";"9";"1023013688";"2019";"Июль";
"6396";"Эмиль";"9";"1023013689";"2019";"Июль";
"6397";"Саид";"9";"1023013690";"2019";"Июль";
"6398";"Мухаммед";"9";"1023013691";"2019";"Июль";
"6399";"Назар";"8";"1023013692";"2019";"Июль";
"6400";"Виталий";"8";"1023013693";"2019";"Июль";
"6401";"Михаил";"275";"1023013694";"2019";"Август";
"6402";"Александр";"265";"1023013695";"2019";"Август";
"6403";"Максим";"234";"1023013696";"2019";"Август";
"6404";"Лев";"215";"1023013697";"2019";"Август";
"6405";"Артём";"212";"1023013698";"2019";"Август";
"6406";"Иван";"208";"1023013699";"2019";"Август";
"6407";"Илья";"165";"1023013700";"2019";"Август";
"6408";"Роман";"159";"1023013701";"2019";"Август";
"6409";"Дмитрий";"156";"1023013702";"2019";"Август";
"6410";"Матвей";"150";"1023013703";"2019";"Август";
"6411";"Даниил";"148";"1023013704";"2019";"Август";
"6412";"Марк";"139";"1023013705";"2019";"Август";
"6413";"Кирилл";"125";"1023013706";"2019";"Август";
"6414";"Андрей";"115";"1023013707";"2019";"Август";
"6415";"Никита";"111";"1023013708";"2019";"Август";
"6416";"Егор";"110";"1023013709";"2019";"Август";
"6417";"Тимофей";"109";"1023013710";"2019";"Август";
"6418";"Фёдор";"105";"1023013711";"2019";"Август";
"6419";"Владимир";"97";"1023013712";"2019";"Август";
"6420";"Алексей";"94";"1023013713";"2019";"Август";
"6421";"Мирон";"87";"1023013714";"2019";"Август";
"6422";"Константин";"75";"1023013715";"2019";"Август";
"6423";"Ярослав";"74";"1023013716";"2019";"Август";
"6424";"Степан";"74";"1023013717";"2019";"Август";
"6425";"Николай";"71";"1023013718";"2019";"Август";
"6426";"Сергей";"68";"1023013719";"2019";"Август";
"6427";"Глеб";"65";"1023013720";"2019";"Август";
"6428";"Григорий";"65";"1023013721";"2019";"Август";
"6429";"Арсений";"62";"1023013722";"2019";"Август";
"6430";"Павел";"60";"1023013723";"2019";"Август";
"6431";"Давид";"57";"1023013724";"2019";"Август";
"6432";"Владислав";"54";"1023013725";"2019";"Август";
"6433";"Тимур";"52";"1023013726";"2019";"Август";
"6434";"Богдан";"52";"1023013727";"2019";"Август";
"6435";"Георгий";"51";"1023013728";"2019";"Август";
"6436";"Леонид";"46";"1023013729";"2019";"Август";
"6437";"Платон";"45";"1023013730";"2019";"Август";
"6438";"Денис";"45";"1023013731";"2019";"Август";
"6439";"Макар";"45";"1023013732";"2019";"Август";
"6440";"Семён";"41";"1023013733";"2019";"Август";
"6441";"Виктор";"36";"1023013734";"2019";"Август";
"6442";"Амир";"35";"1023013735";"2019";"Август";
"6443";"Евгений";"35";"1023013736";"2019";"Август";
"6444";"Артемий";"34";"1023013737";"2019";"Август";
"6445";"Артем";"31";"1023013738";"2019";"Август";
"6446";"Умар";"30";"1023013739";"2019";"Август";
"6447";"Савелий";"28";"1023013740";"2019";"Август";
"6448";"Адам";"27";"1023013741";"2019";"Август";
"6449";"Мухаммад";"27";"1023013742";"2019";"Август";
"6450";"Игорь";"27";"1023013743";"2019";"Август";
"6451";"Руслан";"27";"1023013744";"2019";"Август";
"6452";"Дамир";"26";"1023013745";"2019";"Август";
"6453";"Всеволод";"26";"1023013746";"2019";"Август";
"6454";"Юрий";"26";"1023013747";"2019";"Август";
"6455";"Пётр";"25";"1023013748";"2019";"Август";
"6456";"Артур";"25";"1023013749";"2019";"Август";
"6457";"Демид";"24";"1023013750";"2019";"Август";
"6458";"Борис";"24";"1023013751";"2019";"Август";
"6459";"Али";"24";"1023013752";"2019";"Август";
"6460";"Даниэль";"23";"1023013753";"2019";"Август";
"6461";"Данил";"23";"1023013754";"2019";"Август";
"6462";"Леон";"23";"1023013755";"2019";"Август";
"6463";"Елисей";"23";"1023013756";"2019";"Август";
"6464";"Серафим";"23";"1023013757";"2019";"Август";
"6465";"Герман";"22";"1023013758";"2019";"Август";
"6466";"Василий";"22";"1023013759";"2019";"Август";
"6467";"Вячеслав";"21";"1023013760";"2019";"Август";
"6468";"Данила";"21";"1023013761";"2019";"Август";
"6469";"Захар";"21";"1023013762";"2019";"Август";
"6470";"Антон";"21";"1023013763";"2019";"Август";
"6471";"Роберт";"20";"1023013764";"2019";"Август";
"6472";"Филипп";"20";"1023013765";"2019";"Август";
"6473";"Савва";"18";"1023013766";"2019";"Август";
"6474";"Гордей";"17";"1023013767";"2019";"Август";
"6475";"Олег";"17";"1023013768";"2019";"Август";
"6476";"Тихон";"17";"1023013769";"2019";"Август";
"6477";"Ибрагим";"17";"1023013770";"2019";"Август";
"6478";"Юсуф";"17";"1023013771";"2019";"Август";
"6479";"Станислав";"15";"1023013772";"2019";"Август";
"6480";"Лука";"15";"1023013773";"2019";"Август";
"6481";"Вадим";"13";"1023013774";"2019";"Август";
"6482";"Альберт";"13";"1023013775";"2019";"Август";
"6483";"Муслим";"13";"1023013776";"2019";"Август";
"6484";"Святослав";"13";"1023013777";"2019";"Август";
"6485";"Федор";"13";"1023013778";"2019";"Август";
"6486";"Марат";"12";"1023013779";"2019";"Август";
"6487";"Мирослав";"12";"1023013780";"2019";"Август";
"6488";"Алихан";"12";"1023013781";"2019";"Август";
"6489";"Родион";"12";"1023013782";"2019";"Август";
"6490";"Эмин";"12";"1023013783";"2019";"Август";
"6491";"Билал";"12";"1023013784";"2019";"Август";
"6492";"Даниль";"12";"1023013785";"2019";"Август";
"6493";"Ислам";"11";"1023013786";"2019";"Август";
"6494";"Ильяс";"11";"1023013787";"2019";"Август";
"6495";"Халид";"11";"1023013788";"2019";"Август";
"6496";"Ахмад";"11";"1023013789";"2019";"Август";
"6497";"Ян";"11";"1023013790";"2019";"Август";
"6498";"Эмиль";"10";"1023013791";"2019";"Август";
"6499";"Исмаил";"10";"1023013792";"2019";"Август";
"6500";"Марсель";"10";"1023013793";"2019";"Август";
"6501";"Александр";"255";"1023013794";"2019";"Сентябрь";
"6502";"Максим";"226";"1023013795";"2019";"Сентябрь";
"6503";"Михаил";"220";"1023013796";"2019";"Сентябрь";
"6504";"Иван";"172";"1023013797";"2019";"Сентябрь";
"6505";"Дмитрий";"170";"1023013798";"2019";"Сентябрь";
"6506";"Артём";"145";"1023013799";"2019";"Сентябрь";
"6507";"Даниил";"129";"1023013800";"2019";"Сентябрь";
"6508";"Лев";"122";"1023013801";"2019";"Сентябрь";
"6509";"Илья";"120";"1023013802";"2019";"Сентябрь";
"6510";"Марк";"119";"1023013803";"2019";"Сентябрь";
"6511";"Матвей";"109";"1023013804";"2019";"Сентябрь";
"6512";"Роман";"107";"1023013805";"2019";"Сентябрь";
"6513";"Андрей";"101";"1023013806";"2019";"Сентябрь";
"6514";"Никита";"93";"1023013807";"2019";"Сентябрь";
"6515";"Кирилл";"92";"1023013808";"2019";"Сентябрь";
"6516";"Алексей";"92";"1023013809";"2019";"Сентябрь";
"6517";"Егор";"91";"1023013810";"2019";"Сентябрь";
"6518";"Тимофей";"86";"1023013811";"2019";"Сентябрь";
"6519";"Владимир";"77";"1023013812";"2019";"Сентябрь";
"6520";"Константин";"77";"1023013813";"2019";"Сентябрь";
"6521";"Ярослав";"75";"1023013814";"2019";"Сентябрь";
"6522";"Мирон";"73";"1023013815";"2019";"Сентябрь";
"6523";"Фёдор";"69";"1023013816";"2019";"Сентябрь";
"6524";"Тимур";"62";"1023013817";"2019";"Сентябрь";
"6525";"Арсений";"62";"1023013818";"2019";"Сентябрь";
"6526";"Павел";"57";"1023013819";"2019";"Сентябрь";
"6527";"Степан";"57";"1023013820";"2019";"Сентябрь";
"6528";"Георгий";"55";"1023013821";"2019";"Сентябрь";
"6529";"Макар";"55";"1023013822";"2019";"Сентябрь";
"6530";"Давид";"54";"1023013823";"2019";"Сентябрь";
"6531";"Амир";"54";"1023013824";"2019";"Сентябрь";
"6532";"Сергей";"54";"1023013825";"2019";"Сентябрь";
"6533";"Глеб";"50";"1023013826";"2019";"Сентябрь";
"6534";"Денис";"50";"1023013827";"2019";"Сентябрь";
"6535";"Николай";"45";"1023013828";"2019";"Сентябрь";
"6536";"Григорий";"45";"1023013829";"2019";"Сентябрь";
"6537";"Владислав";"38";"1023013830";"2019";"Сентябрь";
"6538";"Артемий";"35";"1023013831";"2019";"Сентябрь";
"6539";"Виктор";"34";"1023013832";"2019";"Сентябрь";
"6540";"Семён";"31";"1023013833";"2019";"Сентябрь";
"6541";"Мухаммад";"31";"1023013834";"2019";"Сентябрь";
"6542";"Богдан";"31";"1023013835";"2019";"Сентябрь";
"6543";"Евгений";"29";"1023013836";"2019";"Сентябрь";
"6544";"Умар";"28";"1023013837";"2019";"Сентябрь";
"6545";"Даниэль";"27";"1023013838";"2019";"Сентябрь";
"6546";"Леонид";"27";"1023013839";"2019";"Сентябрь";
"6547";"Руслан";"27";"1023013840";"2019";"Сентябрь";
"6548";"Артур";"26";"1023013841";"2019";"Сентябрь";
"6549";"Артем";"25";"1023013842";"2019";"Сентябрь";
"6550";"Захар";"24";"1023013843";"2019";"Сентябрь";
"6551";"Филипп";"24";"1023013844";"2019";"Сентябрь";
"6552";"Дамир";"23";"1023013845";"2019";"Сентябрь";
"6553";"Юрий";"23";"1023013846";"2019";"Сентябрь";
"6554";"Демид";"23";"1023013847";"2019";"Сентябрь";
"6555";"Пётр";"22";"1023013848";"2019";"Сентябрь";
"6556";"Роберт";"22";"1023013849";"2019";"Сентябрь";
"6557";"Платон";"21";"1023013850";"2019";"Сентябрь";
"6558";"Игорь";"21";"1023013851";"2019";"Сентябрь";
"6559";"Савелий";"19";"1023013852";"2019";"Сентябрь";
"6560";"Мирослав";"19";"1023013853";"2019";"Сентябрь";
"6561";"Али";"19";"1023013854";"2019";"Сентябрь";
"6562";"Адам";"18";"1023013855";"2019";"Сентябрь";
"6563";"Данил";"18";"1023013856";"2019";"Сентябрь";
"6564";"Данила";"18";"1023013857";"2019";"Сентябрь";
"6565";"Алихан";"18";"1023013858";"2019";"Сентябрь";
"6566";"Герман";"17";"1023013859";"2019";"Сентябрь";
"6567";"Эмир";"17";"1023013860";"2019";"Сентябрь";
"6568";"Олег";"17";"1023013861";"2019";"Сентябрь";
"6569";"Антон";"16";"1023013862";"2019";"Сентябрь";
"6570";"Елисей";"16";"1023013863";"2019";"Сентябрь";
"6571";"Всеволод";"15";"1023013864";"2019";"Сентябрь";
"6572";"Ибрагим";"15";"1023013865";"2019";"Сентябрь";
"6573";"Лука";"15";"1023013866";"2019";"Сентябрь";
"6574";"Василий";"14";"1023013867";"2019";"Сентябрь";
"6575";"Халид";"14";"1023013868";"2019";"Сентябрь";
"6576";"Святослав";"14";"1023013869";"2019";"Сентябрь";
"6577";"Федор";"14";"1023013870";"2019";"Сентябрь";
"6578";"Вячеслав";"13";"1023013871";"2019";"Сентябрь";
"6579";"Родион";"13";"1023013872";"2019";"Сентябрь";
"6580";"Борис";"13";"1023013873";"2019";"Сентябрь";
"6581";"Алим";"13";"1023013874";"2019";"Сентябрь";
"6582";"Вадим";"11";"1023013875";"2019";"Сентябрь";
"6583";"Леон";"11";"1023013876";"2019";"Сентябрь";
"6584";"Тихон";"11";"1023013877";"2019";"Сентябрь";
"6585";"Ян";"11";"1023013878";"2019";"Сентябрь";
"6586";"Эмиль";"10";"1023013879";"2019";"Сентябрь";
"6587";"Марсель";"10";"1023013880";"2019";"Сентябрь";
"6588";"Станислав";"10";"1023013881";"2019";"Сентябрь";
"6589";"Валерий";"10";"1023013882";"2019";"Сентябрь";
"6590";"Эрик";"10";"1023013883";"2019";"Сентябрь";
